Age,Occupation,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Risk Score,Risk Level
40,Teacher,Income Generation,89262.31,87613.42,37987.59,20331.84,10044.82,2275.64,8601.4,50000.0,Medical Expenses,Unemployed,36,14.29,rejected,5,Medium
19,Retiree,Income Generation,89924.82,100000.0,33965.42,23253.07,22120.34,4959.03,9303.47,50000.0,Small Business,Retired,48,9.57,approved,5,Medium
74,Artist,Wealth Preservation,57777.12,8481.61,2322.44,448.61,1734.78,334.71,1249.83,44389.24,Auto Purchase,Employed,24,8.73,approved,3,Low
62,Lawyer,Income Generation,-11263.99,1000.0,451.68,68.23,53.1,7.26,330.14,5000.0,Debt Consolidation,Employed,12,9.19,pending,1,Low
35,Artist,Wealth Preservation,38347.86,59174.31,20989.71,8408.68,3017.81,531.86,19211.75,48146.81,Small Business,Retired,60,10.16,approved,4,Low
25,Engineer,Speculation,102608.18,100000.0,35607.26,25468.17,18336.0,2918.61,37389.04,50000.0,Medical Expenses,Retired,12,12.81,rejected,8,High
32,Retiree,Income Generation,66853.42,100000.0,31858.96,21426.1,15297.97,3621.26,5989.14,50000.0,Auto Purchase,Self-Employed,60,9.22,approved,4,Low
68,Student,Speculation,114959.19,100000.0,34808.39,12934.9,20022.96,606.03,9298.31,50000.0,Home Improvement,Retired,60,9.29,approved,4,Low
82,Engineer,Wealth Preservation,29393.9,2983.8,738.56,519.43,266.53,38.89,212.41,36531.17,Debt Consolidation,Self-Employed,60,8.55,approved,2,Low
53,Teacher,Speculation,75164.57,100000.0,47055.34,9848.6,23957.51,778.84,16600.78,32203.28,Debt Consolidation,Employed,48,9.36,approved,3,Low
21,Engineer,Wealth Preservation,79117.86,58757.81,19673.48,10566.11,4297.4,455.12,9555.8,50000.0,Small Business,Unemployed,36,12.52,pending,6,Medium
25,Artist,Wealth Preservation,119645.39,100000.0,29460.77,25217.65,8103.99,827.07,17546.47,50000.0,Small Business,Employed,24,11.75,approved,7,High
18,Retiree,Wealth Preservation,84794.33,18035.57,2613.76,3242.21,3107.97,824.14,1662.04,50000.0,Auto Purchase,Self-Employed,24,14.28,pending,6,Medium
78,Artist,Wealth Preservation,88429.81,68170.69,23147.01,5036.66,9965.95,1541.41,13456.33,50000.0,Medical Expenses,Retired,36,10.35,approved,4,Low
38,Doctor,Wealth Preservation,57928.51,83369.27,15060.18,12579.02,11932.23,2499.34,15704.09,22740.08,Home Improvement,Self-Employed,24,8.28,approved,4,Low
58,Teacher,Income Generation,36252.74,48699.03,7212.51,13496.57,8707.19,1687.29,4591.36,40734.66,Auto Purchase,Employed,12,9.71,approved,2,Low
81,Retiree,Growth,48699.46,86848.92,16068.73,17878.1,18178.67,5021.5,7186.59,34551.86,Auto Purchase,Retired,12,8.37,approved,2,Low
25,Artist,Wealth Preservation,47086.35,11158.77,5502.93,2209.97,1481.19,39.22,3530.79,40773.18,Auto Purchase,Employed,36,9.26,approved,4,Low
21,Retiree,Income Generation,42838.87,82776.09,10151.56,8621.61,4940.92,1339.63,14029.98,18104.9,Small Business,Employed,24,8.54,approved,3,Low
35,Student,Growth,85669.47,100000.0,41763.59,13808.36,21491.07,2375.32,5094.66,29149.35,Debt Consolidation,Self-Employed,36,9.95,pending,4,Low
51,Teacher,Growth,94217.0,94054.09,28234.0,6038.27,7110.05,1974.09,4841.42,40837.43,Small Business,Self-Employed,24,10.65,approved,4,Low
73,Engineer,Wealth Preservation,81834.77,93551.0,10669.1,13056.16,9949.1,1859.5,4766.49,49050.46,Debt Consolidation,Self-Employed,60,10.62,approved,4,Low
23,Retiree,Speculation,36790.81,6643.56,3141.41,1012.4,519.38,19.9,1163.78,42451.01,Home Improvement,Employed,48,12.27,pending,5,Medium
29,Doctor,Growth,86965.18,54096.73,10158.75,13474.52,8565.65,21.84,9062.7,50000.0,Medical Expenses,Retired,24,9.01,approved,5,Medium
75,Artist,Speculation,60634.24,95256.45,44727.25,11534.44,11286.71,2010.54,27387.35,50000.0,Home Improvement,Retired,12,10.44,approved,5,Medium
30,Engineer,Income Generation,78336.95,72456.78,8704.25,5460.86,7421.43,674.56,3748.78,14900.7,Small Business,Employed,12,7.74,approved,3,Low
66,Student,Income Generation,40754.6,27158.56,11873.53,6510.62,6429.24,1387.88,3595.31,50000.0,Home Improvement,Unemployed,24,10.97,approved,3,Low
56,Doctor,Wealth Preservation,28983.23,55357.26,15675.59,13110.71,4124.61,310.67,3232.55,12035.06,Medical Expenses,Retired,36,8.09,pending,1,Low
59,Artist,Income Generation,80829.16,100000.0,40407.62,15377.17,6962.09,1678.16,8909.68,50000.0,Debt Consolidation,Retired,12,12.52,rejected,4,Low
39,Teacher,Growth,115085.46,100000.0,49579.65,13057.39,22151.38,1683.0,6877.58,11838.87,Medical Expenses,Retired,60,5.96,approved,3,Low
45,Teacher,Speculation,73020.84,100000.0,30177.89,7604.11,17332.95,1168.35,9910.32,26508.69,Home Improvement,Employed,12,10.59,rejected,5,Medium
39,Lawyer,Wealth Preservation,127698.31,82216.19,17885.48,6385.23,17720.32,4102.46,14727.74,50000.0,Medical Expenses,Self-Employed,12,10.84,approved,6,Medium
73,Retiree,Income Generation,92554.19,100000.0,34870.48,11804.96,16276.84,544.62,10748.55,19306.88,Small Business,Self-Employed,12,11.68,pending,3,Low
75,Student,Wealth Preservation,78592.7,9155.29,1083.43,1278.35,2191.55,197.97,506.34,50000.0,Small Business,Employed,36,10.77,approved,4,Low
23,Lawyer,Wealth Preservation,32325.94,49852.58,22677.7,2762.37,4822.97,146.76,3365.77,27787.06,Small Business,Self-Employed,12,10.73,rejected,5,Medium
69,Doctor,Speculation,94747.17,100000.0,39801.0,8076.73,21415.34,3604.01,6205.1,22339.36,Small Business,Self-Employed,60,10.51,rejected,4,Low
57,Doctor,Speculation,4097.18,2623.88,872.5,565.47,350.69,57.81,506.98,5000.0,Auto Purchase,Employed,24,7.25,rejected,1,Low
20,Doctor,Speculation,85099.79,100000.0,33746.57,19372.61,7885.29,831.64,37554.51,50000.0,Home Improvement,Employed,36,10.52,approved,7,High
18,Doctor,Speculation,88170.92,69382.81,28051.25,9325.99,10811.99,1623.98,7280.14,39243.54,Auto Purchase,Employed,48,9.76,approved,5,Medium
64,Lawyer,Growth,96055.93,100000.0,22088.09,7344.16,15185.41,3117.07,7644.0,50000.0,Debt Consolidation,Self-Employed,12,11.45,approved,4,Low
28,Teacher,Growth,100556.69,100000.0,43875.26,6587.3,17836.64,1803.6,18040.69,50000.0,Home Improvement,Unemployed,36,11.8,rejected,7,High
73,Doctor,Speculation,84065.32,49788.36,19757.97,4180.48,7127.74,2055.17,6228.53,50000.0,Small Business,Unemployed,36,14.67,rejected,4,Low
44,Lawyer,Wealth Preservation,61231.26,100000.0,23578.68,13029.97,19967.73,3425.44,5030.78,46213.81,Medical Expenses,Employed,36,12.81,pending,5,Medium
35,Teacher,Income Generation,59438.48,100000.0,23524.32,6543.23,6131.81,264.54,19003.68,50000.0,Home Improvement,Employed,24,10.89,approved,5,Medium
52,Student,Wealth Preservation,103575.16,100000.0,33711.42,22312.56,19289.89,745.36,11423.86,20757.0,Auto Purchase,Self-Employed,12,7.38,approved,4,Low
66,Artist,Wealth Preservation,86903.17,63233.02,27003.99,10274.07,10058.56,3010.86,4701.83,50000.0,Home Improvement,Employed,60,13.44,pending,4,Low
48,Engineer,Wealth Preservation,106586.61,100000.0,42343.83,8856.78,22571.44,3080.33,11262.84,50000.0,Medical Expenses,Retired,36,14.12,pending,6,Medium
39,Artist,Speculation,68888.9,13882.67,5594.62,1626.42,3452.09,155.47,1689.61,13433.11,Home Improvement,Employed,60,6.52,approved,3,Low
36,Student,Wealth Preservation,47587.5,19982.94,5539.78,1381.84,3216.48,787.73,2948.17,50000.0,Home Improvement,Retired,48,9.3,approved,3,Low
65,Lawyer,Speculation,83386.39,23378.0,5272.79,6356.13,4600.2,1066.38,8932.04,18775.33,Debt Consolidation,Unemployed,24,10.57,pending,3,Low
79,Student,Growth,84488.04,100000.0,39637.02,14962.47,16147.99,3132.07,7184.73,18284.47,Auto Purchase,Employed,24,7.56,approved,2,Low
69,Retiree,Income Generation,85116.28,100000.0,22982.06,21105.82,18762.49,1359.28,13678.28,50000.0,Small Business,Self-Employed,24,13.62,rejected,4,Low
74,Doctor,Wealth Preservation,58929.88,34273.84,5630.76,4288.8,2720.48,762.67,4492.52,37540.75,Debt Consolidation,Self-Employed,12,12.79,pending,4,Low
74,Engineer,Speculation,20148.08,8744.9,2103.74,1726.68,1730.08,107.26,2705.95,10874.35,Medical Expenses,Retired,12,8.07,rejected,1,Low
35,Teacher,Wealth Preservation,25894.73,11308.26,2927.78,2173.59,586.76,57.35,2319.07,25592.73,Home Improvement,Self-Employed,12,11.61,rejected,4,Low
71,Retiree,Wealth Preservation,59453.83,33258.64,12001.38,3910.23,7523.07,950.06,2339.91,50000.0,Auto Purchase,Self-Employed,24,11.63,rejected,4,Low
56,Teacher,Wealth Preservation,43922.32,74546.59,33740.05,16049.36,17803.17,4803.98,7228.0,36228.05,Small Business,Retired,60,13.06,pending,3,Low
79,Student,Growth,74924.5,38129.58,16395.77,4425.97,7141.88,2124.62,8563.22,50000.0,Small Business,Unemployed,36,11.37,approved,4,Low
69,Student,Income Generation,90832.91,100000.0,17075.0,11036.55,24246.36,5620.36,15801.71,50000.0,Home Improvement,Employed,24,9.94,approved,3,Low
54,Lawyer,Income Generation,23437.74,35550.91,14294.22,2350.78,4873.28,599.23,5213.67,27808.64,Medical Expenses,Self-Employed,36,7.93,approved,2,Low
34,Artist,Speculation,92493.71,100000.0,14118.93,20017.22,6818.21,2000.27,8177.13,20846.57,Medical Expenses,Self-Employed,36,8.93,pending,4,Low
19,Engineer,Wealth Preservation,41253.45,38564.64,5275.93,10422.22,9093.44,1070.88,4513.54,6450.25,Medical Expenses,Retired,24,9.05,pending,3,Low
36,Retiree,Speculation,52132.43,76753.37,36290.51,5383.32,13808.53,3023.06,13370.95,24458.35,Medical Expenses,Employed,48,10.17,rejected,5,Medium
76,Lawyer,Income Generation,10864.99,18214.27,6253.99,3967.54,2308.39,497.23,4803.66,5261.51,Small Business,Retired,12,7.65,pending,1,Low
73,Engineer,Wealth Preservation,119531.0,100000.0,44481.39,22885.83,5971.16,254.24,36306.77,50000.0,Medical Expenses,Self-Employed,24,13.7,rejected,6,Medium
42,Artist,Wealth Preservation,80079.49,93479.61,16719.84,21873.58,22022.41,852.12,5771.58,12280.4,Small Business,Unemployed,48,7.07,approved,3,Low
43,Lawyer,Wealth Preservation,99811.33,87730.3,35636.48,14424.25,6464.96,1448.52,16237.79,50000.0,Medical Expenses,Unemployed,48,10.56,approved,5,Medium
72,Doctor,Speculation,64566.15,100000.0,44595.68,21651.15,12583.34,1189.22,18990.18,50000.0,Debt Consolidation,Retired,48,12.83,pending,4,Low
45,Doctor,Wealth Preservation,37827.95,40587.63,11414.62,9190.83,9589.26,2715.1,2997.85,42065.82,Medical Expenses,Self-Employed,60,8.98,approved,3,Low
83,Artist,Wealth Preservation,73839.9,100000.0,30304.12,21331.92,20854.21,6206.39,19529.5,50000.0,Medical Expenses,Unemployed,12,10.58,approved,4,Low
26,Engineer,Growth,52591.69,10609.65,5270.83,1571.75,1611.76,24.69,1973.32,50000.0,Debt Consolidation,Employed,60,12.05,rejected,6,Medium
65,Engineer,Income Generation,61499.9,93419.94,22194.44,20936.31,11371.16,671.03,12987.6,50000.0,Home Improvement,Employed,60,12.69,rejected,4,Low
25,Retiree,Income Generation,57186.48,53575.79,22145.94,4900.57,4319.76,285.25,9063.88,50000.0,Home Improvement,Unemployed,12,9.54,approved,5,Medium
83,Engineer,Speculation,84144.37,56906.15,19534.84,8731.7,14149.4,2502.04,19124.77,50000.0,Small Business,Self-Employed,60,12.35,pending,4,Low
54,Engineer,Wealth Preservation,93819.97,58523.55,19873.1,10230.62,7356.07,903.62,21736.76,50000.0,Auto Purchase,Unemployed,24,10.87,approved,5,Medium
65,Lawyer,Growth,31627.06,11932.15,3160.5,2310.1,2771.92,549.74,1742.6,11787.23,Debt Consolidation,Employed,60,10.25,pending,2,Low
34,Doctor,Speculation,57933.77,69712.63,30943.3,14513.71,17220.08,1191.09,8068.98,50000.0,Home Improvement,Retired,36,9.44,approved,4,Low
31,Artist,Growth,40940.82,5218.65,1203.37,1170.2,699.9,140.09,644.92,49963.37,Medical Expenses,Employed,36,13.76,rejected,4,Low
52,Artist,Growth,87621.2,100000.0,27544.93,22216.23,15925.09,4648.58,16498.18,50000.0,Home Improvement,Self-Employed,48,10.83,approved,4,Low
19,Artist,Income Generation,36337.89,71072.19,9217.08,3908.11,8690.21,2280.49,9786.07,33270.05,Small Business,Employed,24,12.52,rejected,5,Medium
39,Artist,Income Generation,120853.6,78585.06,28195.02,16541.67,10635.27,1153.69,28566.92,50000.0,Auto Purchase,Employed,24,9.66,approved,6,Medium
25,Lawyer,Growth,31945.4,31857.46,11246.73,6026.16,7936.02,2151.06,12626.51,45457.73,Debt Consolidation,Self-Employed,48,9.9,approved,4,Low
40,Retiree,Speculation,52548.18,100000.0,18009.22,28071.44,14448.09,1661.88,8564.55,23866.54,Auto Purchase,Retired,12,8.68,approved,4,Low
47,Lawyer,Wealth Preservation,30594.34,17370.6,3717.56,3384.08,2099.39,30.63,3393.63,26285.89,Debt Consolidation,Unemployed,12,8.35,approved,3,Low
67,Artist,Growth,20951.06,23045.01,8421.93,3714.55,5457.98,357.76,4296.12,27655.62,Debt Consolidation,Employed,12,11.63,pending,3,Low
45,Doctor,Speculation,53328.26,30253.18,4305.04,4098.92,7217.63,674.71,5483.09,12624.21,Small Business,Retired,24,6.52,approved,3,Low
18,Retiree,Growth,125277.25,100000.0,41964.55,13020.3,8087.36,2043.18,32307.1,50000.0,Home Improvement,Employed,24,9.12,approved,7,High
53,Artist,Growth,8348.91,11369.05,3341.08,1285.67,1650.97,189.92,4237.61,5000.0,Home Improvement,Retired,24,6.34,approved,1,Low
32,Retiree,Wealth Preservation,53862.78,28950.52,3879.92,2524.69,4482.4,929.72,3330.55,50000.0,Small Business,Self-Employed,60,14.09,rejected,5,Medium
55,Student,Growth,71593.9,100000.0,45655.05,20090.69,11795.03,3419.54,18764.08,50000.0,Auto Purchase,Retired,24,12.87,rejected,4,Low
71,Doctor,Income Generation,58085.47,37775.95,9050.94,9020.44,2171.83,620.78,3280.55,41622.49,Home Improvement,Retired,24,8.27,approved,3,Low
49,Student,Wealth Preservation,103834.77,15574.53,3448.36,3770.48,2856.84,0.04,1074.98,26921.37,Small Business,Self-Employed,48,7.87,approved,5,Medium
44,Artist,Speculation,87723.71,79404.65,22061.86,15715.4,19466.76,5021.13,8305.07,50000.0,Medical Expenses,Employed,60,11.64,rejected,5,Medium
31,Doctor,Speculation,69186.93,91155.17,13125.02,11541.75,9221.63,1634.93,11893.18,50000.0,Home Improvement,Self-Employed,36,12.79,rejected,5,Medium
31,Teacher,Income Generation,78882.58,26424.65,4991.35,5234.13,1355.3,13.65,10385.92,50000.0,Small Business,Employed,48,10.45,approved,5,Medium
78,Retiree,Income Generation,94611.63,31538.35,9086.93,8326.58,2192.05,483.11,8286.05,45558.68,Medical Expenses,Unemployed,60,11.16,rejected,4,Low
62,Doctor,Wealth Preservation,71193.08,23908.06,8863.79,7041.95,2563.71,349.46,3599.73,50000.0,Small Business,Retired,36,11.67,approved,4,Low
38,Retiree,Speculation,53718.24,55932.4,24681.73,14654.61,4513.64,857.09,17566.83,25259.64,Medical Expenses,Retired,36,6.82,approved,4,Low
29,Doctor,Growth,65781.29,67372.82,14333.76,14839.78,7479.53,1986.72,7385.34,39840.66,Auto Purchase,Self-Employed,36,9.23,approved,5,Medium
78,Student,Growth,81819.01,100000.0,45201.27,13443.91,23795.07,3190.6,19470.79,50000.0,Small Business,Employed,48,11.56,approved,4,Low
56,Artist,Speculation,87039.91,100000.0,36309.39,24919.91,6554.93,1071.22,29990.57,50000.0,Home Improvement,Employed,60,13.09,rejected,5,Medium
66,Student,Wealth Preservation,73561.19,16303.79,3142.4,1586.93,3809.06,952.61,4228.8,7446.81,Medical Expenses,Retired,60,9.65,pending,2,Low
27,Doctor,Speculation,79573.88,77863.23,12559.01,12010.34,16661.4,1030.44,15257.5,40124.26,Small Business,Employed,24,10.87,approved,6,Medium
24,Lawyer,Income Generation,51196.38,66250.74,27430.06,14440.47,12651.68,353.07,13204.23,50000.0,Debt Consolidation,Unemployed,24,11.85,rejected,6,Medium
58,Retiree,Wealth Preservation,103198.73,40434.65,15831.77,3260.05,8036.22,194.98,6218.06,50000.0,Small Business,Self-Employed,24,13.81,rejected,5,Medium
61,Lawyer,Growth,102280.64,37276.99,7437.02,4022.33,3711.16,987.38,5085.69,24961.69,Home Improvement,Employed,36,8.8,approved,4,Low
20,Student,Wealth Preservation,84075.06,28293.27,9723.67,8277.28,4883.54,639.68,4281.05,50000.0,Auto Purchase,Self-Employed,36,14.39,pending,6,Medium
41,Student,Income Generation,8673.46,8722.97,988.85,2222.89,812.22,137.41,1171.29,10482.52,Debt Consolidation,Employed,36,5.64,approved,1,Low
51,Artist,Speculation,70289.69,83288.5,25902.58,23641.86,7394.79,613.54,12336.73,50000.0,Debt Consolidation,Unemployed,36,14.29,pending,4,Low
43,Doctor,Growth,23264.6,17064.92,2886.69,4926.38,1579.03,242.39,2980.9,17983.95,Small Business,Retired,24,6.79,approved,2,Low
58,Teacher,Income Generation,62812.69,97483.83,33777.5,15246.28,16312.4,4815.39,32138.58,46224.75,Debt Consolidation,Self-Employed,24,14.03,rejected,5,Medium
62,Student,Growth,10393.89,10025.99,2082.89,1949.68,2250.17,281.92,612.78,5000.0,Auto Purchase,Retired,24,9.59,pending,1,Low
31,Retiree,Income Generation,57055.73,43539.06,21031.33,8644.79,10464.52,1293.16,16990.44,21178.54,Small Business,Employed,60,9.8,pending,4,Low
45,Artist,Growth,53038.53,15094.46,2079.47,2567.58,2860.73,63.72,3971.91,14144.73,Debt Consolidation,Self-Employed,60,9.96,rejected,3,Low
77,Doctor,Speculation,106779.24,100000.0,24486.32,10226.03,24519.96,1157.37,18964.91,18663.59,Home Improvement,Employed,36,7.49,approved,3,Low
58,Artist,Income Generation,115778.2,100000.0,18825.05,10640.48,16724.69,4357.38,18265.1,50000.0,Small Business,Unemployed,36,13.8,rejected,5,Medium
64,Lawyer,Income Generation,111182.23,100000.0,20240.44,22381.56,8211.73,1715.1,5292.61,43733.05,Medical Expenses,Self-Employed,48,11.36,rejected,5,Medium
35,Engineer,Growth,80371.14,9931.95,4897.09,2643.36,1304.81,259.0,967.28,42335.83,Auto Purchase,Self-Employed,48,10.41,approved,5,Medium
84,Lawyer,Wealth Preservation,109331.63,100000.0,15125.56,26187.42,24975.12,1781.75,5458.75,50000.0,Auto Purchase,Unemployed,60,12.17,rejected,5,Medium
28,Retiree,Growth,159032.38,59835.97,22374.53,11468.09,3212.5,311.6,4479.83,50000.0,Small Business,Unemployed,48,14.17,pending,7,High
43,Doctor,Income Generation,32967.76,14935.88,3239.6,2349.24,1236.86,133.51,1824.44,17591.51,Small Business,Unemployed,24,10.18,rejected,3,Low
60,Teacher,Growth,75260.51,66046.29,22614.02,11648.65,16408.83,3556.38,11206.82,50000.0,Debt Consolidation,Retired,12,12.26,pending,4,Low
50,Artist,Growth,72626.98,27684.89,11650.48,3794.69,5195.66,408.51,3789.17,50000.0,Small Business,Self-Employed,60,11.36,approved,4,Low
70,Student,Wealth Preservation,41606.09,26348.19,7847.62,3437.16,3245.09,627.92,1762.46,40810.92,Home Improvement,Employed,48,11.21,pending,3,Low
25,Doctor,Speculation,136964.37,50180.78,20594.77,14175.27,5254.07,886.69,6892.34,50000.0,Auto Purchase,Employed,24,13.91,pending,7,High
76,Engineer,Income Generation,69393.15,100000.0,33824.63,19176.44,14308.86,2168.67,9864.08,26367.35,Medical Expenses,Employed,60,7.9,approved,3,Low
67,Student,Wealth Preservation,37666.4,59557.75,25082.03,16327.49,8524.62,610.94,8341.82,6615.05,Small Business,Employed,24,8.43,rejected,1,Low
56,Teacher,Growth,55167.45,66337.11,10914.67,3821.07,8660.13,1640.22,10277.78,50000.0,Auto Purchase,Self-Employed,12,10.54,approved,4,Low
57,Student,Income Generation,85412.65,32218.45,14351.36,2381.04,4835.9,76.71,2822.16,16567.6,Small Business,Self-Employed,12,7.7,approved,2,Low
19,Retiree,Wealth Preservation,55976.83,35865.5,15239.36,3765.94,6788.96,1547.26,2996.75,50000.0,Auto Purchase,Unemployed,12,12.34,rejected,6,Medium
25,Engineer,Income Generation,143254.31,100000.0,35669.64,9824.11,5680.05,1515.29,15023.18,50000.0,Home Improvement,Unemployed,24,10.64,approved,7,High
54,Doctor,Income Generation,32079.71,44244.03,14377.89,2318.42,9693.14,919.19,8674.67,26278.89,Auto Purchase,Unemployed,60,10.58,rejected,3,Low
48,Artist,Speculation,81890.84,100000.0,49943.87,17021.79,6526.06,798.68,6869.88,31564.35,Debt Consolidation,Retired,24,9.35,approved,4,Low
32,Doctor,Income Generation,61711.12,51526.89,17916.7,10866.97,8569.81,1554.15,6146.0,50000.0,Home Improvement,Employed,48,12.17,pending,5,Medium
57,Teacher,Income Generation,108498.76,100000.0,20194.42,22846.21,15472.07,3581.77,8133.8,50000.0,Home Improvement,Self-Employed,60,9.9,approved,4,Low
66,Engineer,Income Generation,71112.7,12162.19,5788.9,2880.0,1582.73,312.21,1843.26,10659.06,Debt Consolidation,Self-Employed,48,5.75,approved,1,Low
69,Lawyer,Growth,31369.23,13778.7,4258.39,2354.45,1224.37,37.17,1237.03,40938.3,Debt Consolidation,Employed,60,11.25,pending,3,Low
35,Engineer,Wealth Preservation,26189.66,52115.56,8648.07,7974.92,4731.55,939.43,10360.32,5947.06,Home Improvement,Retired,36,5.69,approved,1,Low
39,Doctor,Wealth Preservation,75292.01,40355.58,6182.24,8224.63,7632.41,1878.37,3555.4,50000.0,Debt Consolidation,Unemployed,36,13.61,pending,5,Medium
59,Teacher,Speculation,24127.53,33739.87,5186.5,6389.14,2733.99,603.49,4269.06,12614.35,Medical Expenses,Retired,36,6.52,approved,1,Low
47,Lawyer,Wealth Preservation,17789.32,25179.83,3246.95,1602.84,2119.59,283.75,1259.5,12724.39,Small Business,Unemployed,12,7.74,approved,2,Low
82,Engineer,Wealth Preservation,99831.29,34809.78,10290.07,5224.25,3425.63,213.11,3629.21,50000.0,Medical Expenses,Retired,12,10.01,approved,4,Low
36,Doctor,Wealth Preservation,39234.64,4480.43,599.69,1201.72,951.63,183.55,670.39,12992.89,Medical Expenses,Employed,12,10.05,pending,3,Low
70,Retiree,Wealth Preservation,32430.0,43666.64,10972.72,10397.69,9310.73,1021.59,7316.25,10841.46,Debt Consolidation,Unemployed,36,9.36,rejected,1,Low
31,Teacher,Income Generation,99311.44,54755.4,8083.77,12607.09,13033.06,2697.58,10155.39,50000.0,Debt Consolidation,Unemployed,36,11.92,rejected,5,Medium
74,Student,Speculation,71429.47,74508.19,8689.35,19636.58,9276.07,306.16,5065.3,50000.0,Medical Expenses,Employed,12,9.08,approved,3,Low
34,Artist,Income Generation,113722.58,100000.0,30146.57,13227.74,17073.42,1928.54,18187.14,35049.84,Home Improvement,Unemployed,60,9.98,approved,5,Medium
55,Engineer,Wealth Preservation,46141.44,25762.54,12581.69,3538.45,3959.85,1109.56,6363.62,37017.76,Medical Expenses,Employed,24,10.05,approved,3,Low
79,Artist,Speculation,87542.24,100000.0,42758.05,17466.14,5641.41,910.38,18097.18,50000.0,Small Business,Employed,60,11.8,approved,4,Low
32,Doctor,Speculation,-5590.87,1000.0,491.19,244.02,73.61,5.06,257.68,5000.0,Home Improvement,Employed,12,9.28,rejected,2,Low
85,Student,Wealth Preservation,47155.15,11696.35,2192.95,843.79,2440.45,713.64,945.97,40712.37,Home Improvement,Unemployed,48,9.37,approved,2,Low
24,Doctor,Growth,26735.8,50515.73,11576.53,13959.85,3165.34,109.7,4512.29,14853.72,Auto Purchase,Unemployed,12,10.99,rejected,4,Low
49,Retiree,Income Generation,87845.99,9880.11,3624.92,1873.12,1372.02,145.91,787.36,23807.83,Home Improvement,Unemployed,24,9.44,pending,4,Low
48,Retiree,Growth,88154.83,97092.85,26033.36,17897.59,22004.42,773.02,9755.86,48863.25,Medical Expenses,Self-Employed,60,10.4,approved,5,Medium
64,Artist,Speculation,47342.73,81961.35,37241.13,11817.54,9485.8,1773.0,11069.27,46032.2,Small Business,Employed,48,13.29,pending,3,Low
57,Lawyer,Income Generation,115266.14,100000.0,10913.68,16526.49,16501.88,1474.11,34515.93,50000.0,Home Improvement,Unemployed,24,10.97,approved,6,Medium
45,Teacher,Wealth Preservation,25635.42,16903.87,3612.81,1626.96,1587.93,349.52,3296.75,23910.87,Auto Purchase,Unemployed,60,9.4,pending,3,Low
28,Student,Wealth Preservation,96996.05,22871.79,9309.2,6274.58,3268.4,585.61,5564.85,35348.53,Home Improvement,Employed,12,11.58,rejected,6,Medium
58,Student,Wealth Preservation,88398.61,92096.31,33365.48,5974.42,18083.09,4489.17,29281.78,50000.0,Debt Consolidation,Unemployed,24,11.59,pending,5,Medium
63,Doctor,Income Generation,117182.23,100000.0,12631.95,29217.09,18364.29,2465.88,10966.7,50000.0,Small Business,Self-Employed,24,10.87,approved,5,Medium
59,Lawyer,Wealth Preservation,83326.29,100000.0,18467.4,19331.57,21576.99,2455.44,14564.27,12391.54,Debt Consolidation,Retired,36,8.76,rejected,2,Low
41,Teacher,Income Generation,50543.35,40217.64,16900.8,3005.23,9960.94,2657.79,3902.37,31113.63,Debt Consolidation,Employed,36,12.33,pending,5,Medium
25,Retiree,Speculation,59664.66,24045.03,9383.62,5077.93,5350.92,226.51,3607.35,46174.16,Small Business,Self-Employed,48,10.29,approved,6,Medium
68,Artist,Speculation,59964.71,83851.03,19173.91,11066.62,9048.82,2238.22,24341.99,50000.0,Medical Expenses,Retired,24,14.35,rejected,5,Medium
55,Teacher,Speculation,60980.19,34117.48,15746.47,4491.67,6013.61,1489.66,3754.13,50000.0,Debt Consolidation,Self-Employed,12,10.72,approved,4,Low
52,Doctor,Speculation,14210.13,9486.84,3590.39,810.65,1110.95,103.26,1693.59,9637.26,Home Improvement,Unemployed,12,5.69,approved,0,Low
33,Lawyer,Wealth Preservation,112194.25,100000.0,25857.05,26243.8,23536.1,3192.7,11109.26,40543.19,Home Improvement,Employed,24,10.87,rejected,6,Medium
25,Student,Growth,37382.77,69313.57,23443.1,19276.52,13359.91,3829.63,13073.48,11328.48,Home Improvement,Retired,24,9.82,rejected,3,Low
63,Lawyer,Speculation,34110.99,13327.51,3663.05,2908.89,2779.22,400.5,2627.01,6602.88,Small Business,Employed,48,9.32,rejected,1,Low
83,Artist,Wealth Preservation,93345.87,48020.21,13279.51,12400.65,9804.22,715.26,5990.3,50000.0,Small Business,Self-Employed,36,11.39,approved,4,Low
59,Retiree,Growth,119850.75,100000.0,21738.54,12552.98,6684.12,445.4,10116.76,35937.39,Auto Purchase,Employed,12,9.27,approved,4,Low
19,Engineer,Speculation,46034.18,76898.21,20437.13,16828.5,4739.88,128.9,13549.81,50000.0,Small Business,Employed,12,13.5,pending,5,Medium
43,Lawyer,Income Generation,62553.54,59767.11,19274.52,15038.65,8952.95,324.34,13798.7,21515.45,Auto Purchase,Employed,48,9.68,rejected,4,Low
28,Student,Wealth Preservation,102544.81,100000.0,19367.46,16234.2,11988.62,1505.09,16426.02,50000.0,Home Improvement,Employed,24,12.04,rejected,7,High
34,Lawyer,Speculation,54320.89,73142.14,24987.51,20437.27,6384.82,151.6,4545.32,21065.38,Debt Consolidation,Unemployed,36,9.68,rejected,4,Low
